N,P,K,temperature,humidity,ph,rainfall,soil_type,category,growth_duration_days,water_requirement,sunlight_hours,label
83,34,35,18.6,75.64,5.31,230.13,Loamy,Plantation,325,High,6.6,Tea
89,36,34,23.91,82.8,5.46,230.52,Laterite,Plantation,389,High,5.1,Tea
88,32,43,21.73,86.28,5.45,156.82,Laterite,Plantation,389,High,6.1,Tea
87,36,39,22.36,80.51,5.19,201.68,Laterite,Plantation,357,High,5.6,Tea
111,32,39,19.53,79.75,5.33,217.9,Red,Plantation,364,High,6.1,Tea
96,34,33,22.83,82.68,5.01,188.35,Red,Plantation,378,High,5.7,Tea
88,30,44,22.33,83.02,4.0,199.05,Red,Plantation,360,High,5.1,Tea
96,37,41,23.28,77.91,4.82,201.87,Loamy,Plantation,353,High,5.9,Tea
85,40,36,25.69,90.12,4.96,228.65,Red,Plantation,357,High,6.1,Tea
88,29,25,20.41,83.12,5.53,200.92,Red,Plantation,383,High,5.2,Tea
87,39,30,21.03,80.4,5.54,186.79,Red,Plantation,374,High,6.1,Tea
86,28,28,27.39,63.05,6.71,134.96,Loamy,Plantation,383,Medium,6.0,Coffee
84,21,31,22.95,70.16,6.43,157.99,Laterite,Plantation,367,Medium,5.6,Coffee
78,29,27,25.73,58.27,6.91,192.36,Red,Plantation,355,Medium,5.7,Coffee
84,28,31,24.53,61.5,6.73,129.35,Laterite,Plantation,370,Medium,5.9,Coffee
102,26,28,25.81,57.62,7.49,175.57,Laterite,Plantation,374,Medium,5.9,Coffee
80,24,28,24.95,58.8,7.06,164.01,Laterite,Plantation,386,Medium,5.8,Coffee
103,30,30,28.06,63.82,6.27,155.48,Laterite,Plantation,364,Medium,7.3,Coffee
97,24,31,26.49,58.56,6.71,178.88,Red,Plantation,349,Medium,5.8,Coffee
95,34,30,23.37,53.21,7.55,181.83,Loamy,Plantation,380,Medium,6.0,Coffee
116,23,32,24.61,57.51,7.09,154.84,Red,Plantation,357,Medium,5.7,Coffee
81,32,26,29.22,57.27,7.32,118.2,Loamy,Plantation,378,Medium,6.6,Coffee
114,21,27,26.65,59.89,6.92,150.07,Red,Plantation,393,Medium,7.6,Coffee
102,31,30,28.07,63.97,6.37,144.52,Red,Plantation,346,Medium,7.6,Coffee
107,26,27,27.11,64.43,7.12,148.64,Laterite,Plantation,370,Medium,6.1,Coffee
91,24,31,25.89,62.32,7.12,190.99,Loamy,Plantation,350,Medium,6.4,Coffee
108,27,30,24.93,71.65,6.84,167.93,Red,Plantation,360,Medium,5.7,Coffee
87,34,32,24.9,53.6,6.87,147.05,Loamy,Plantation,360,Medium,5.2,Coffee
103,30,33,25.2,57.0,6.18,182.22,Loamy,Plantation,381,Medium,6.0,Coffee
87,22,28,27.43,60.74,6.2,166.89,Red,Plantation,349,Medium,5.7,Coffee
110,32,33,25.45,64.3,6.57,152.33,Loamy,Plantation,359,Medium,6.0,Coffee
88,27,34,23.31,51.02,6.3,216.56,Red,Plantation,373,Medium,5.8,Coffee
101,30,28,24.47,58.05,6.51,149.27,Red,Plantation,371,Medium,5.4,Coffee
127,32,26,20.54,54.87,7.07,168.79,Laterite,Plantation,362,Medium,5.6,Coffee
91,26,26,24.7,66.99,6.49,171.44,Laterite,Plantation,378,Medium,5.4,Coffee
92,34,27,25.39,71.24,7.19,159.88,Loamy,Plantation,380,Medium,6.0,Coffee
111,18,29,21.33,59.97,6.71,187.94,Laterite,Plantation,377,Medium,5.7,Coffee
96,30,28,25.44,66.9,6.47,148.15,Loamy,Plantation,359,Medium,7.9,Coffee
107,34,32,27.17,61.84,6.95,126.08,Red,Plantation,371,Medium,5.9,Coffee
106,28,32,27.38,41.53,6.63,117.14,Laterite,Plantation,369,Medium,5.8,Coffee
114,30,28,27.38,57.09,6.6,166.66,Red,Plantation,394,Medium,6.5,Coffee
106,42,27,23.99,59.87,7.41,137.28,Laterite,Plantation,397,Medium,5.1,Coffee
99,29,27,24.26,63.78,7.38,111.48,Laterite,Plantation,368,Medium,5.9,Coffee
102,27,26,28.58,65.96,6.76,147.26,Laterite,Plantation,353,Medium,4.4,Coffee
104,32,30,25.33,59.8,6.46,147.01,Red,Plantation,361,Medium,6.4,Coffee
114,27,26,25.57,71.07,6.42,177.49,Loamy,Plantation,389,Medium,5.8,Coffee
93,31,31,26.89,71.44,6.87,131.77,Laterite,Plantation,366,Medium,6.1,Coffee
113,28,28,22.76,62.28,8.14,153.1,Red,Plantation,373,Medium,5.7,Coffee
88,31,30,20.73,68.66,6.97,159.63,Loamy,Plantation,357,Medium,6.2,Coffee
105,31,33,28.09,71.03,6.47,145.38,Loamy,Plantation,371,Medium,5.5,Coffee
94,31,32,28.05,57.84,6.99,163.34,Laterite,Plantation,365,Medium,5.5,Coffee
91,32,27,21.95,58.81,7.38,96.51,Red,Plantation,359,Medium,6.4,Coffee
82,27,26,23.49,56.59,6.35,131.46,Red,Plantation,363,Medium,7.3,Coffee
108,34,32,24.1,60.86,7.24,176.22,Loamy,Plantation,368,Medium,6.3,Coffee
125,33,29,25.35,52.68,7.74,193.29,Red,Plantation,366,Medium,7.3,Coffee
107,26,32,26.3,64.03,6.25,140.17,Loamy,Plantation,392,Medium,7.0,Coffee
115,40,31,26.51,53.52,6.57,114.26,Loamy,Plantation,359,Medium,4.8,Coffee
111,30,23,25.12,70.81,6.75,136.04,Loamy,Plantation,332,Medium,4.9,Coffee
106,26,28,24.64,58.16,6.31,164.95,Laterite,Plantation,339,Medium,5.5,Coffee
111,30,32,29.8,58.64,6.81,152.18,Red,Plantation,356,Medium,5.4,Coffee
101,30,31,25.63,64.56,6.81,149.0,Laterite,Plantation,348,Medium,5.1,Coffee
115,25,27,24.66,57.33,7.46,150.78,Loamy,Plantation,413,Medium,6.0,Coffee
121,33,31,28.66,65.73,7.05,208.99,Red,Plantation,355,Medium,5.4,Coffee
94,37,34,24.45,44.87,6.72,135.71,Red,Plantation,355,Medium,5.4,Coffee
84,38,27,28.33,57.67,6.35,169.2,Loamy,Plantation,357,Medium,5.9,Coffee
102,24,25,25.4,64.78,6.44,161.39,Red,Plantation,392,Medium,5.9,Coffee
101,29,27,23.51,53.06,6.95,174.67,Loamy,Plantation,379,Medium,5.8,Coffee
111,30,30,18.82,54.1,6.19,171.8,Loamy,Plantation,366,Medium,5.4,Coffee
104,21,26,24.08,62.24,7.36,145.11,Loamy,Plantation,389,Medium,6.0,Coffee
103,28,29,26.38,63.44,6.45,153.84,Loamy,Plantation,395,Medium,6.1,Coffee
103,34,28,25.43,63.9,7.3,105.97,Red,Plantation,351,Medium,5.4,Coffee
99,24,31,25.84,64.34,7.18,172.94,Laterite,Plantation,358,Medium,6.1,Coffee
96,22,32,25.33,49.98,7.01,153.07,Red,Plantation,327,Medium,5.2,Coffee
93,30,32,27.01,62.62,6.79,195.89,Laterite,Plantation,377,Medium,6.1,Coffee
106,27,29,21.34,56.68,7.5,161.26,Red,Plantation,366,Medium,6.6,Coffee
104,25,30,23.23,60.1,6.46,178.42,Loamy,Plantation,355,Medium,5.5,Coffee
99,30,26,24.46,59.63,7.34,102.37,Red,Plantation,376,Medium,5.8,Coffee
96,25,28,26.74,55.78,7.46,171.73,Red,Plantation,368,Medium,5.9,Coffee
112,35,26,24.1,62.81,7.17,151.39,Red,Plantation,351,Medium,6.0,Coffee
115,29,26,25.72,63.7,6.76,185.68,Loamy,Plantation,380,Medium,6.0,Coffee
101,19,33,24.84,56.6,6.58,168.05,Laterite,Plantation,344,Medium,5.4,Coffee
59,31,31,17.2,62.98,7.08,50.45,Sandy,Oilseed,101,Low,8.9,Mustard
56,31,32,18.93,50.91,7.68,52.8,Alluvial,Oilseed,105,Low,8.9,Mustard
65,34,39,19.95,58.08,6.65,45.4,Loamy,Oilseed,102,Low,8.4,Mustard
48,41,26,18.37,53.52,6.59,50.52,Alluvial,Oilseed,104,Low,7.1,Mustard
61,31,27,15.21,52.75,7.0,45.3,Loamy,Oilseed,114,Low,9.1,Mustard
56,30,34,19.24,60.68,6.96,43.45,Alluvial,Oilseed,104,Low,7.8,Mustard
58,41,24,21.17,45.63,6.86,42.35,Alluvial,Oilseed,97,Low,6.3,Mustard
52,35,27,16.21,61.76,6.31,50.43,Alluvial,Oilseed,100,Low,6.8,Mustard
55,38,24,19.13,50.2,6.49,48.21,Alluvial,Oilseed,116,Low,7.0,Mustard
65,33,28,20.86,50.78,6.34,48.68,Alluvial,Oilseed,113,Low,7.9,Mustard
50,31,33,21.98,56.14,6.57,58.17,Sandy,Oilseed,104,Low,7.1,Mustard
54,29,41,21.63,51.72,7.49,49.27,Sandy,Oilseed,107,Low,7.1,Mustard
56,34,22,17.43,55.02,7.32,40.07,Loamy,Oilseed,109,Low,6.3,Mustard
68,30,30,19.39,56.05,6.76,35.07,Sandy,Oilseed,100,Low,8.1,Mustard
55,34,24,20.39,48.4,7.17,36.5,Alluvial,Oilseed,110,Low,7.5,Mustard
56,43,29,17.7,59.55,6.21,24.78,Alluvial,Oilseed,111,Low,7.0,Mustard
66,35,25,19.84,52.95,6.37,36.59,Sandy,Oilseed,95,Low,7.7,Mustard
53,34,29,16.43,47.39,7.81,44.61,Loamy,Oilseed,114,Low,8.2,Mustard
57,35,30,22.56,59.15,6.48,47.81,Loamy,Oilseed,109,Low,6.8,Mustard
63,41,26,16.92,60.8,6.66,37.14,Loamy,Oilseed,109,Low,7.8,Mustard
60,40,34,18.32,64.87,7.43,29.13,Sandy,Oilseed,99,Low,6.1,Mustard
57,28,26,20.9,46.23,6.85,45.99,Alluvial,Oilseed,104,Low,7.6,Mustard
44,30,36,15.87,63.33,6.24,32.78,Loamy,Oilseed,100,Low,8.2,Mustard
56,36,30,18.38,61.37,7.11,35.86,Loamy,Oilseed,103,Low,8.5,Mustard
62,27,24,20.46,58.51,6.43,50.98,Loamy,Oilseed,113,Low,8.4,Mustard
71,37,29,17.61,54.91,6.45,42.13,Alluvial,Oilseed,111,Low,6.5,Mustard
49,39,28,14.26,54.69,6.72,41.55,Alluvial,Oilseed,108,Low,6.7,Mustard
60,33,30,14.69,52.39,6.81,49.33,Loamy,Oilseed,114,Low,8.0,Mustard
63,41,28,21.92,60.6,6.62,60.39,Alluvial,Oilseed,107,Low,8.8,Mustard
62,32,26,17.72,52.14,7.31,44.77,Loamy,Oilseed,96,Low,7.6,Mustard
60,32,31,18.4,58.17,7.03,47.92,Sandy,Oilseed,98,Low,8.8,Mustard
49,34,25,19.37,55.69,6.73,57.14,Loamy,Oilseed,110,Low,7.3,Mustard
65,42,34,18.2,47.05,6.93,50.35,Sandy,Oilseed,100,Low,7.5,Mustard
59,41,37,21.09,54.57,7.26,50.19,Alluvial,Oilseed,104,Low,8.8,Mustard
54,38,33,17.87,57.8,7.18,46.96,Loamy,Oilseed,107,Low,7.6,Mustard
65,33,28,18.55,60.92,6.1,37.73,Alluvial,Oilseed,116,Low,7.7,Mustard
57,38,26,13.87,56.77,6.51,45.81,Loamy,Oilseed,106,Low,7.6,Mustard
48,35,31,15.42,47.4,6.37,50.97,Sandy,Oilseed,94,Low,8.0,Mustard
62,33,24,16.75,58.91,7.3,36.75,Alluvial,Oilseed,110,Low,7.9,Mustard
59,31,27,22.51,55.89,7.33,46.93,Alluvial,Oilseed,102,Low,7.9,Mustard
75,31,33,18.92,47.75,6.21,41.38,Loamy,Oilseed,106,Low,8.0,Mustard
49,38,29,18.51,57.94,7.5,47.43,Alluvial,Oilseed,97,Low,7.4,Mustard
65,39,32,17.38,48.16,7.04,35.29,Sandy,Oilseed,108,Low,7.9,Mustard
56,34,30,17.15,48.09,6.78,45.52,Sandy,Oilseed,112,Low,7.0,Mustard
67,29,24,17.84,50.3,6.26,60.55,Loamy,Oilseed,102,Low,8.9,Mustard
53,26,35,16.9,55.69,6.26,44.7,Loamy,Oilseed,97,Low,7.5,Mustard
56,36,32,19.03,57.26,6.76,41.52,Alluvial,Oilseed,107,Low,7.4,Mustard
59,36,25,21.65,53.75,6.85,44.64,Sandy,Oilseed,108,Low,7.7,Mustard
59,42,17,21.23,59.6,6.07,52.43,Alluvial,Oilseed,110,Low,7.8,Mustard
49,38,34,17.24,57.21,6.66,52.08,Sandy,Oilseed,103,Low,7.2,Mustard
59,28,29,19.3,59.35,6.9,33.54,Sandy,Oilseed,112,Low,8.4,Mustard
60,31,27,18.05,56.39,6.68,38.13,Loamy,Oilseed,110,Low,7.7,Mustard
52,36,30,16.92,60.98,6.85,43.27,Alluvial,Oilseed,104,Low,7.8,Mustard
59,34,34,15.38,48.74,7.11,64.33,Sandy,Oilseed,109,Low,8.6,Mustard
56,31,31,20.6,48.44,6.71,44.78,Loamy,Oilseed,101,Low,7.2,Mustard
65,37,33,19.24,50.63,6.97,37.38,Sandy,Oilseed,103,Low,6.9,Mustard
55,35,28,16.56,60.69,6.75,40.78,Loamy,Oilseed,99,Low,6.4,Mustard
58,28,32,18.56,62.79,6.89,39.19,Loamy,Oilseed,95,Low,8.0,Mustard
50,32,36,19.84,56.95,7.18,52.26,Loamy,Oilseed,113,Low,7.1,Mustard
57,30,29,18.21,46.23,6.54,56.51,Alluvial,Oilseed,106,Low,7.9,Mustard
59,25,29,20.79,49.07,7.1,31.39,Loamy,Oilseed,105,Low,7.8,Mustard
57,47,28,17.23,56.02,6.5,33.47,Loamy,Oilseed,99,Low,8.0,Mustard
57,43,28,20.06,57.55,6.62,37.97,Sandy,Oilseed,95,Low,7.8,Mustard
68,27,28,17.03,57.76,6.67,55.58,Loamy,Oilseed,102,Low,6.8,Mustard
56,33,32,17.68,57.2,6.48,42.64,Sandy,Oilseed,100,Low,7.0,Mustard
68,31,28,20.8,58.75,7.46,48.86,Sandy,Oilseed,101,Low,8.7,Mustard
64,34,30,18.89,53.82,6.25,58.01,Alluvial,Oilseed,104,Low,7.6,Mustard
74,31,32,16.76,56.61,6.88,51.32,Loamy,Oilseed,111,Low,7.2,Mustard
69,42,29,18.49,52.53,6.68,35.37,Loamy,Oilseed,109,Low,6.3,Mustard
55,34,35,17.3,57.14,6.77,52.56,Sandy,Oilseed,106,Low,8.0,Mustard
32,39,41,25.28,65.15,6.43,89.9,Red,Oilseed,124,Medium,7.6,Groundnut
29,53,33,25.37,68.23,6.96,72.72,Sandy,Oilseed,120,Medium,7.5,Groundnut
35,39,36,28.41,62.83,6.67,73.16,Red,Oilseed,111,Medium,8.7,Groundnut
28,41,39,29.01,62.37,5.93,76.95,Loamy,Oilseed,118,Medium,7.7,Groundnut
36,38,33,31.85,65.52,6.37,65.62,Sandy,Oilseed,125,Medium,7.7,Groundnut
21,42,38,26.07,64.0,6.04,66.1,Red,Oilseed,118,Medium,7.0,Groundnut
25,45,40,28.7,63.72,5.82,51.72,Sandy,Oilseed,114,Medium,8.3,Groundnut
42,45,35,24.3,60.76,6.14,88.45,Sandy,Oilseed,127,Medium,7.9,Groundnut
35,41,33,30.97,53.39,5.57,96.56,Red,Oilseed,120,Medium,7.3,Groundnut
38,48,34,25.17,69.38,5.97,78.39,Sandy,Oilseed,128,Medium,6.6,Groundnut
33,46,32,25.18,70.22,6.02,57.19,Loamy,Oilseed,126,Medium,8.3,Groundnut
34,44,44,27.24,68.23,6.02,51.99,Sandy,Oilseed,123,Medium,8.7,Groundnut
33,49,38,26.27,73.76,6.18,70.79,Sandy,Oilseed,108,Medium,8.4,Groundnut
31,45,38,25.39,64.41,6.28,89.11,Red,Oilseed,129,Medium,8.4,Groundnut
41,49,41,30.14,58.46,6.03,65.15,Red,Oilseed,118,Medium,8.4,Groundnut
29,47,37,25.63,66.0,6.97,66.45,Red,Oilseed,119,Medium,7.4,Groundnut
31,39,40,27.56,68.44,6.0,81.1,Sandy,Oilseed,120,Medium,8.0,Groundnut
28,45,40,26.75,67.0,6.58,61.82,Red,Oilseed,118,Medium,8.3,Groundnut
33,49,40,21.61,69.2,6.25,53.76,Sandy,Oilseed,118,Medium,7.2,Groundnut
38,44,36,28.53,67.29,6.21,60.05,Loamy,Oilseed,114,Medium,7.5,Groundnut
38,36,39,25.87,70.18,6.39,81.42,Loamy,Oilseed,116,Medium,7.3,Groundnut
33,48,43,25.42,60.7,5.88,73.36,Sandy,Oilseed,120,Medium,8.9,Groundnut
35,48,36,26.6,65.7,6.24,74.74,Sandy,Oilseed,120,Medium,8.3,Groundnut
40,33,44,22.22,66.54,7.24,74.49,Loamy,Oilseed,121,Medium,7.8,Groundnut
38,46,37,26.21,59.41,6.25,69.97,Loamy,Oilseed,120,Medium,7.6,Groundnut
33,45,40,27.19,64.13,5.99,75.98,Sandy,Oilseed,118,Medium,8.6,Groundnut
40,38,42,28.54,58.27,6.53,85.75,Loamy,Oilseed,114,Medium,7.9,Groundnut
35,47,36,29.39,54.85,6.83,81.6,Loamy,Oilseed,116,Medium,8.5,Groundnut
29,45,40,27.09,60.8,6.1,76.52,Sandy,Oilseed,115,Medium,8.2,Groundnut
31,50,46,25.76,69.6,6.22,63.76,Red,Oilseed,117,Medium,8.1,Groundnut
26,48,40,29.0,68.04,6.35,70.73,Red,Oilseed,129,Medium,9.3,Groundnut
33,50,37,25.03,63.07,6.57,62.1,Loamy,Oilseed,129,Medium,8.6,Groundnut
38,43,43,19.21,67.2,6.36,52.37,Sandy,Oilseed,122,Medium,8.4,Groundnut
25,39,48,26.03,69.88,6.75,79.73,Loamy,Oilseed,126,Medium,6.7,Groundnut
33,29,33,25.13,61.67,6.32,74.75,Loamy,Oilseed,120,Medium,8.1,Groundnut
36,40,37,26.41,64.89,5.87,87.98,Sandy,Oilseed,124,Medium,7.5,Groundnut
33,55,40,27.49,61.96,6.17,93.14,Red,Oilseed,120,Medium,8.0,Groundnut
35,57,40,24.42,61.72,6.61,57.86,Loamy,Oilseed,122,Medium,7.6,Groundnut
25,40,40,29.99,69.57,6.18,86.67,Loamy,Oilseed,117,Medium,7.1,Groundnut
35,37,43,28.51,60.6,6.36,76.63,Red,Oilseed,125,Medium,7.3,Groundnut
37,38,43,29.16,61.65,6.79,56.11,Sandy,Oilseed,126,Medium,8.9,Groundnut
36,44,41,24.99,78.12,6.07,90.81,Sandy,Oilseed,115,Medium,9.0,Groundnut
45,46,41,24.11,59.62,6.42,92.5,Sandy,Oilseed,116,Medium,9.3,Groundnut
31,46,40,26.25,54.78,6.05,77.4,Sandy,Oilseed,119,Medium,8.4,Groundnut
38,43,36,30.37,58.22,6.06,64.8,Sandy,Oilseed,124,Medium,8.8,Groundnut
34,46,41,31.01,56.13,6.6,79.52,Loamy,Oilseed,117,Medium,8.2,Groundnut
38,47,48,26.82,65.13,6.23,81.64,Loamy,Oilseed,119,Medium,8.0,Groundnut
35,44,37,27.55,63.57,6.55,76.33,Red,Oilseed,117,Medium,8.9,Groundnut
34,48,37,21.44,62.17,5.45,72.16,Red,Oilseed,128,Medium,7.5,Groundnut
24,52,38,26.46,68.94,6.51,84.01,Red,Oilseed,125,Medium,7.0,Groundnut
27,50,36,24.82,58.69,6.14,70.81,Red,Oilseed,114,Medium,7.4,Groundnut
36,40,37,21.03,74.69,6.68,69.06,Sandy,Oilseed,114,Medium,8.0,Groundnut
34,38,29,25.18,57.18,6.37,77.14,Sandy,Oilseed,114,Medium,7.7,Groundnut
43,48,38,32.23,59.02,5.97,73.67,Red,Oilseed,110,Medium,9.1,Groundnut
35,41,41,26.87,63.48,5.82,57.77,Loamy,Oilseed,133,Medium,7.2,Groundnut
43,40,43,27.66,68.33,6.59,55.66,Sandy,Oilseed,115,Medium,7.2,Groundnut
35,38,32,25.91,53.95,6.4,59.91,Sandy,Oilseed,114,Medium,6.6,Groundnut
43,37,38,22.02,60.82,7.0,78.57,Loamy,Oilseed,115,Medium,8.0,Groundnut
32,44,42,25.67,66.1,6.39,71.09,Loamy,Oilseed,115,Medium,7.7,Groundnut
38,48,35,25.85,61.24,6.62,69.35,Loamy,Oilseed,133,Medium,8.1,Groundnut
40,39,40,28.04,59.83,6.31,87.62,Loamy,Oilseed,118,Medium,7.5,Groundnut
44,39,40,24.73,60.32,6.6,72.53,Loamy,Oilseed,122,Medium,6.6,Groundnut
37,41,32,31.21,68.01,6.39,89.99,Red,Oilseed,121,Medium,7.5,Groundnut
34,41,37,23.36,60.15,6.66,78.98,Loamy,Oilseed,116,Medium,7.4,Groundnut
32,36,40,28.86,76.83,5.86,85.85,Sandy,Oilseed,115,Medium,7.3,Groundnut
29,45,36,24.98,62.8,6.0,65.25,Loamy,Oilseed,105,Medium,8.1,Groundnut
35,41,41,29.99,65.12,6.83,101.86,Red,Oilseed,135,Medium,7.3,Groundnut
29,42,40,30.47,68.14,5.82,67.66,Sandy,Oilseed,119,Medium,7.1,Groundnut
35,39,33,24.13,67.06,6.46,76.16,Loamy,Oilseed,125,Medium,8.5,Groundnut
36,45,40,26.13,54.13,6.75,79.77,Loamy,Oilseed,112,Medium,8.9,Groundnut
60,44,44,24.66,66.01,6.82,81.91,Alluvial,Oilseed,91,Medium,9.8,Sunflower
46,39,41,22.8,57.55,7.02,53.09,Black,Oilseed,89,Medium,9.1,Sunflower
59,51,39,26.16,60.66,6.7,45.2,Alluvial,Oilseed,100,Medium,8.4,Sunflower
61,44,39,26.89,58.03,6.94,75.18,Loamy,Oilseed,97,Medium,8.6,Sunflower
55,40,39,20.26,58.54,6.94,39.57,Loamy,Oilseed,88,Medium,7.3,Sunflower
62,50,32,20.03,57.02,6.47,54.31,Alluvial,Oilseed,97,Medium,8.7,Sunflower
53,34,48,27.38,55.29,7.04,60.11,Black,Oilseed,97,Medium,8.5,Sunflower
60,47,45,26.22,65.4,6.84,58.77,Black,Oilseed,85,Medium,9.0,Sunflower
68,43,36,27.73,61.79,7.66,55.46,Loamy,Oilseed,91,Medium,9.7,Sunflower
64,42,38,23.97,64.02,6.92,72.91,Loamy,Oilseed,97,Medium,8.5,Sunflower
57,42,34,22.46,67.08,6.98,57.34,Black,Oilseed,104,Medium,8.4,Sunflower
57,51,42,23.61,62.99,7.15,53.14,Black,Oilseed,83,Medium,8.7,Sunflower
73,42,41,24.55,47.84,6.8,68.59,Loamy,Oilseed,91,Medium,8.8,Sunflower
68,45,44,25.15,52.26,6.76,65.2,Alluvial,Oilseed,101,Medium,8.7,Sunflower
51,47,36,20.14,58.11,7.49,59.26,Alluvial,Oilseed,97,Medium,9.4,Sunflower
71,41,35,21.05,62.75,7.33,55.43,Black,Oilseed,105,Medium,8.4,Sunflower
72,52,40,21.69,53.51,6.87,75.81,Alluvial,Oilseed,89,Medium,7.9,Sunflower
67,47,47,19.85,57.19,7.58,66.21,Black,Oilseed,94,Medium,9.5,Sunflower
60,49,34,19.44,56.36,5.72,65.85,Loamy,Oilseed,86,Medium,9.2,Sunflower
66,44,41,24.61,56.24,7.92,68.93,Loamy,Oilseed,98,Medium,9.6,Sunflower
70,55,40,23.98,54.1,6.87,57.69,Black,Oilseed,98,Medium,8.5,Sunflower
65,47,40,21.31,62.19,6.96,36.27,Loamy,Oilseed,90,Medium,9.8,Sunflower
76,47,43,21.67,56.44,7.62,69.26,Alluvial,Oilseed,95,Medium,8.9,Sunflower
74,50,42,24.2,55.86,7.35,53.98,Loamy,Oilseed,90,Medium,8.1,Sunflower
74,41,41,23.62,75.39,7.22,46.38,Loamy,Oilseed,100,Medium,8.8,Sunflower
63,41,40,24.55,54.13,6.75,66.01,Alluvial,Oilseed,83,Medium,8.1,Sunflower
78,46,37,18.91,57.66,7.49,91.39,Alluvial,Oilseed,103,Medium,8.5,Sunflower
61,37,36,23.36,55.8,8.03,51.85,Black,Oilseed,94,Medium,7.8,Sunflower
67,38,44,23.13,49.59,5.95,55.21,Loamy,Oilseed,96,Medium,9.3,Sunflower
61,49,35,15.22,59.7,7.65,77.99,Black,Oilseed,88,Medium,8.7,Sunflower
70,41,40,21.85,51.46,6.55,74.56,Black,Oilseed,95,Medium,9.8,Sunflower
69,53,43,26.28,57.28,8.5,66.13,Alluvial,Oilseed,85,Medium,9.2,Sunflower
57,50,42,23.43,52.67,7.07,58.59,Black,Oilseed,98,Medium,9.3,Sunflower
88,42,38,23.54,57.33,7.51,62.24,Black,Oilseed,104,Medium,9.3,Sunflower
61,41,44,24.09,58.05,6.7,64.39,Loamy,Oilseed,91,Medium,9.8,Sunflower
70,44,39,24.28,57.97,6.52,45.99,Black,Oilseed,91,Medium,8.9,Sunflower
59,49,39,29.62,54.63,7.07,62.11,Black,Oilseed,97,Medium,9.6,Sunflower
69,34,41,20.97,56.14,7.34,53.8,Black,Oilseed,100,Medium,8.8,Sunflower
82,45,46,27.59,54.33,6.35,66.14,Loamy,Oilseed,92,Medium,9.9,Sunflower
63,43,34,25.26,50.95,7.22,70.8,Alluvial,Oilseed,91,Medium,9.6,Sunflower
62,37,46,21.23,61.04,7.21,68.89,Loamy,Oilseed,96,Medium,8.4,Sunflower
78,49,41,20.0,52.13,7.33,44.96,Alluvial,Oilseed,96,Medium,8.2,Sunflower
58,37,40,27.35,60.09,7.23,66.68,Alluvial,Oilseed,98,Medium,9.3,Sunflower
43,49,43,22.91,46.15,7.12,68.27,Alluvial,Oilseed,92,Medium,9.1,Sunflower
73,56,40,25.0,53.06,6.75,63.64,Loamy,Oilseed,100,Medium,9.5,Sunflower
80,37,34,27.31,66.69,7.02,20.34,Loamy,Oilseed,91,Medium,9.2,Sunflower
57,45,47,28.28,62.85,6.97,60.05,Alluvial,Oilseed,98,Medium,9.0,Sunflower
65,37,37,26.26,51.39,7.13,69.13,Loamy,Oilseed,97,Medium,9.3,Sunflower
70,41,34,21.38,62.38,6.4,54.59,Black,Oilseed,90,Medium,7.9,Sunflower
55,50,37,18.75,54.93,7.26,46.69,Alluvial,Oilseed,99,Medium,8.1,Sunflower
61,42,37,23.81,62.67,6.98,58.94,Alluvial,Oilseed,97,Medium,9.1,Sunflower
59,45,36,21.4,62.83,7.22,72.7,Alluvial,Oilseed,98,Medium,8.5,Sunflower
73,43,43,23.62,59.88,7.17,73.13,Alluvial,Oilseed,87,Medium,8.1,Sunflower
70,46,36,25.09,49.55,8.63,78.12,Black,Oilseed,97,Medium,9.0,Sunflower
60,38,39,21.42,53.19,6.29,67.5,Loamy,Oilseed,93,Medium,9.3,Sunflower
68,46,50,26.47,50.44,7.23,64.46,Black,Oilseed,88,Medium,8.1,Sunflower
68,48,35,26.91,59.71,7.6,75.9,Loamy,Oilseed,94,Medium,10.0,Sunflower
56,56,36,23.86,54.6,6.81,94.24,Black,Oilseed,92,Medium,9.5,Sunflower
63,49,37,24.77,61.77,6.64,92.58,Alluvial,Oilseed,98,Medium,8.9,Sunflower
59,45,35,29.35,60.59,6.96,75.46,Black,Oilseed,91,Medium,8.3,Sunflower
63,45,42,19.57,55.26,5.46,53.18,Black,Oilseed,98,Medium,9.6,Sunflower
55,43,40,27.23,67.17,7.08,62.39,Alluvial,Oilseed,88,Medium,9.1,Sunflower
81,51,40,24.91,53.87,6.82,66.48,Loamy,Oilseed,95,Medium,9.6,Sunflower
72,47,36,21.12,52.67,7.12,44.74,Loamy,Oilseed,94,Medium,9.8,Sunflower
70,43,37,26.42,59.84,6.88,59.11,Alluvial,Oilseed,95,Medium,8.8,Sunflower
71,51,34,20.32,66.09,7.08,53.68,Alluvial,Oilseed,99,Medium,9.2,Sunflower
82,43,44,19.65,66.38,7.47,81.04,Alluvial,Oilseed,100,Medium,8.9,Sunflower
55,41,32,21.24,60.56,6.98,62.76,Alluvial,Oilseed,91,Medium,7.9,Sunflower
66,46,36,22.4,67.25,7.58,50.16,Alluvial,Oilseed,94,Medium,9.9,Sunflower
63,43,44,26.96,63.61,6.87,71.63,Black,Oilseed,102,Medium,9.0,Sunflower
37,34,31,34.29,50.13,6.46,39.77,Loamy,Oilseed,85,Low,7.9,Sesame
37,32,26,24.47,59.85,6.06,40.31,Red,Oilseed,79,Low,8.1,Sesame
